x,y
-47516.12116950521,15276.874123049633
17401.42320746121,-30786.806749588446
4635.0070050857,201.0575002711512
-26171.864227640817,-40145.634474451545
46010.14410812108,-4610.062628554811
36935.37539199385,-33637.875236668835
-23715.318837840037,-16461.292842535524
-48309.56083210815,-16821.096277623983
29149.719829839516,-42020.55996018106
-27294.071791521703,-33246.98834175397
35988.60474587495,-48953.52902677421
-29048.79262104645,-40035.27917863641
48026.95389070053,-5747.069925923843
38056.25925943079,-31650.306418549157
16070.919351547474,-6919.997242013554
-11540.773689698213,27650.996455102584
-20.536241888691187,40599.696369637226
-17262.86160083974,-33327.792283449286
-5504.635656015888,41815.88122896656
-3561.983210688857,-41364.878917304784
16502.92673540217,-10506.997952948426
-14199.687174607845,-7591.712173031961
20796.92460753364,16998.49468962913
30370.590969108347,38555.10435253786
-29173.900678233313,26005.885823216347
-43636.49112863268,-14790.293606736826
-25308.431833291033,-24599.542042760004
-39493.02795940628,11063.12761270234
-47544.12453628918,-15465.47318573619
-49267.56720237628,-37584.00029776376
43878.368798203504,-7900.386767426637
38616.94347636357,22227.41768756904
-32841.92161102175,9798.337724630124
305.7023749117871,-48264.92302037084
-3897.1892454193744,43105.667494324254
18361.27313320921,-28012.949695300194
27150.024438059805,41117.23078612941
-25941.203965724104,25810.899531159783
-35600.393448881885,-24646.443252211193
16375.859854536313,-7934.661421131373
-48932.58912791778,5312.105040039494
17167.582828203387,11212.601134989942
48643.67626003903,-13574.968824298518
-49174.06162382296,-9599.995460097798
24201.42833503467,-20436.177279973843
1705.5360230304518,26714.18968075121
-22166.65014406609,-16883.051816502957
-47420.56755885944,-40118.2998771356
28510.766620028917,-20949.817883264353
-30975.04321734539,-15192.104164910614
208.60354671221603,-42368.96029174768
44771.192217740376,-41487.90954000863
-48045.246775186664,28570.977072214766
-16020.737967327592,-26738.725423772692
-7410.208272136032,16005.67777365065
-15004.455762224066,22906.0285198051
34004.64363299005,-43011.25623295774
13814.953027221733,-5240.177812000213
-12871.13761929175,21746.84597256462
18762.15957119247,-115.85739871335932
-45362.78646029328,6496.361002298201
-38333.14156679566,-36224.240575777665
-13234.9703212004,-1668.566882744349
25266.133215944,-32028.606960544927
7490.576812032535,46745.47145423895
-45327.96125893574,-6145.60042003256
23509.01481669625,-47873.094475541446
34401.155660459626,-44716.879898107356
-24600.05251280819,-42137.58237029075
-42270.28626997189,-48326.01413824138
-21701.196186393612,926.4651219923259
-31630.40928496781,-46023.219039166084
-28625.97526977395,-22828.24987688128
-42795.05193515403,-31210.39794078142
-17805.87347550284,-24398.266104199905
-852.8208643792334,12697.101850431114
-29343.615956006764,45043.13660553201
-19159.927631387207,35061.47966676032
2012.9112953849892,44370.22532043342
-37961.86369733914,-24573.03655797951
16591.120976364902,48649.45922418966
-29758.73471366326,41607.94516849493
7220.8110788017475,21651.67770089327
-21498.21258773794,-18510.037580964145
32675.107829110428,-21405.950032504672
-14342.442180271497,40789.09287816519
-9909.708771358306,25305.13573177424
-41604.77088789843,36746.41759788399
-8758.63809416515,-27087.579260854654
-27224.519220781283,31850.784852568115
-26269.02805777036,14540.365068765726
-33537.42318404118,-43226.94659400179
-47220.336412065575,-1903.7337738025294
36244.8338898095,29982.735844311726
14917.735174383084,30137.397751756544
38460.07303265815,-23174.21101592878
40625.780810871045,49524.95953532603
-40878.91576101335,-9329.681599876594
8845.560879617942,25751.068569513103
36315.0205093989,25801.927502423026
-23127.53088238775,11151.115185221139
42996.69556133343,-30449.431278144322
-14953.422254920246,11082.37222044932
-27719.81642804815,21176.998575564565
-47311.84139241422,2702.1541412932893
-30498.824562998307,-29509.083906385382
40011.360880302636,19218.077580944737
-15381.815932440168,-30872.752923659784
-42751.13568059377,27264.772587340725
8632.944079572913,40389.8860314728
1376.8645263861902,7142.666988445523
11926.11455209649,-2938.4082523671304
40396.809672568445,13792.544364534077
39587.098592235285,27209.566363799986
-34111.31222751955,-28634.004463547513
22682.248353681956,-6524.968944756715
38202.729299394014,31948.25246035582
177.16373146741125,16574.96689453861
-38919.965060047376,-28997.684965090008
-13989.54053652004,28908.10868691307
40303.98497936689,26403.054066169363
-37209.56909313502,-27549.95674348404
39229.733424282174,-30925.6298693944
13609.197201079847,1719.7746223151844
34665.07515818913,6194.028936273432
15448.150875961232,47361.81917860882
16279.830742858503,23555.819603060478
-32098.425917659788,10900.186394658795
-45718.67991843632,-44600.85747700997
25392.38100561656,-4417.2247325618755
1612.6115821495146,42334.672554688615
-34353.05439755252,-11818.206532920849
15604.681557724232,36482.14018919764
-29935.163441107292,22469.557932999494
27021.753481937183,-33807.325641800715
3019.201095228574,5483.044509747548
12617.243518680454,6609.960066114562
-35825.896293417034,-22879.248031819778
43723.35284751616,-34628.312897973476
15205.34720775859,-23938.560786733444
40032.58436470199,-23109.46745083111
12319.287100685084,-33432.26994214219
38807.39313886017,20092.467247575274
-15543.986811555955,-36268.49035434219
46959.854184747885,35531.67575730032
924.355627328488,44117.70895336853
44994.068717728886,30164.378819733018
-23883.32562204465,37454.54138559339
-30652.733100520192,-46133.6760695789
2409.1189188500284,-10012.946603028517
-6678.587236384703,15646.36552035874
42113.401356534385,-31556.862245982553
-37567.30404606055,28636.601281827123
6110.675164720125,38039.934552867
-2311.901344808809,-30854.626753692217
-4961.83397837997,-11959.74496778962
8063.109427501014,32755.658859234638
16040.953448970386,47077.9364684333
-48390.043410753766,-4005.8965281869696
37189.7712421603,-37877.52000833538
40388.74701173312,-44857.98736535513
42994.45293739537,-12222.678795684216
19221.82751863135,27456.015154920442
-37227.34526421014,14202.982747541615
31615.891410524764,-4829.070325701657
30109.273638146726,-31180.30637755809
22134.702907860705,24417.85790706641
411.9474336654161,11140.119625681755
7741.036508936183,31056.08618993938
-35753.986471259246,-32596.3584824031
39691.03443087323,-20370.70271151844
-40461.18892881494,-17631.447999550808
-36961.96529403619,-41163.69764083185
49912.228510947054,-8714.982057223653
47382.44194042711,-28778.81931369852
14911.03159824887,2815.977634830946
27206.706127420577,18054.680028531966
-19164.99293523777,20347.520247073804
29842.196228990204,-32625.62844128689
-10492.085279488061,-4634.634972894048
39689.33273566766,-36332.46123271945
-3703.302323613178,29406.38305708636
-22643.09648248373,-29036.63738419653
-21109.260158444144,-26329.864493775523
-38030.976965360016,-34975.734532428505
-36804.98338069711,-21074.666564874467
29984.833901279995,-18267.256628300132
-14449.98425944124,-45422.46705665356
-26943.49419423414,44294.124758971986
5474.423002316553,1073.4055442539914
-4874.719315929999,8370.433209652783
12863.561058091966,14727.08574982382
-23793.47393696274,28234.40186341768
29657.083999175415,22151.290156262872
20451.076011520498,-40435.63093101845
-19173.34038543832,-31141.18086773796
9395.965842356869,-30368.250391076355
29828.507656219495,3755.780681864884
23025.216509455528,40665.64934323289
6542.950705741068,-3806.31507242577
28400.020705474115,-49575.705584226016
-34608.451538866626,23335.04254217289
-29353.556871549037,29251.094581574023
34651.90578514998,40390.90023446681
-42085.69373705535,14791.400901957652
-35662.42769458279,31256.527310130998
-49871.32075916663,-38716.92839571224
25598.102148101167,48293.44047867481
-49060.49255612182,24896.576508499013
24522.344950325238,37002.27741822579
-27503.2524929004,34463.09790196942
37007.80805904926,-43920.4017383837
-22412.226888583198,7346.44397708748
-5125.198403462728,-11041.126106142961
-48993.44145972475,17642.68476308466
-14914.332850409262,2352.1429838483377
-42749.650215555725,-83.17155233208418
45351.944323104275,-49745.32732423598
48456.4495246766,-24232.910188672442
42224.430331952135,4712.474214594286
-5540.429204650521,47551.95235507082
47961.177011154075,1598.2872023482032
-17138.228791296096,19990.51960667708
32998.64430203474,-40508.99594154016
-14851.742307848936,-23604.655754678206
5837.776808386219,48676.40768686381
10547.773814183947,3221.005536297583
28751.178893753025,-12988.264073118595
13918.868357072279,29858.477825070295
-10652.993624301744,-9337.335567675775
42191.71949575195,-24815.45600881132
-15756.950974354966,35133.90175061977
-23549.194575021604,20560.571239795245
-22039.334778617835,-37992.802332184474
34890.747331846,15889.705431945922
-12242.748633659396,-16998.11538407692
41913.21956239642,-10618.620086043506
37815.19672089433,-46098.16977012364
22418.268830985722,-43380.58215873573
-17967.869780735968,-33651.482986098104
-15154.59166201727,-48741.31411196432
15536.171706657775,37164.638805364644
21661.258403119653,23824.116322745525
44496.22272801537,-17705.326858126824
-49084.76362202559,-17368.12190987085
-15166.329096651854,-13682.324991445526
5299.01650902187,-934.2903182639307
10712.663222316498,-34744.09935772837
45974.85981950462,-38335.705399978346
-19431.103840555043,-22932.11245454161
-527.7891797278222,44381.08267904692
40755.55769036665,-34288.83308116386
-7597.644342972964,-38200.06425179441
-32536.35729181865,19180.127858739015
-47770.38909269124,-12032.994448220546
-30674.290797460846,-288.21665513911745
-42935.399746973155,-32967.38638804959
22792.984575023744,-13551.13851802774
29455.49664780429,-18089.91456593885
-47478.85701288674,34914.99717360937
-27722.953165225572,48188.13844854881
22941.786274886123,-26842.03247164263
37015.386182717644,-20043.69667304733
-19954.97402210926,20040.259228304545
24477.90216689809,28430.368882600575
-43838.514884271506,-42855.636104282225
29780.83356297878,-39135.46323344612
-15542.950685821212,-38179.36520906544
-23045.742188617503,-19250.557140306657
26344.12650590592,44953.99775760003
-37549.13760417347,-45875.899534945755
-43239.25663270829,43864.6658017537
-33601.17801582418,-34445.701447436106
-34871.37084660874,34140.93792157622
-49392.438469054054,-33397.51076303521
11731.238339273963,25131.27820030312
-48892.05235526568,17873.399821830048
38698.28028045372,-36969.40898021497
-45219.25301187113,1975.7083648675123
-18165.688980035255,21324.005779934894
-4483.574454134098,-40675.719954000015
-40582.22380447574,-1754.603066232896
6057.781906865145,40879.615071797496
-32168.310054928752,-19961.104032890154
4487.921380081428,34297.29663282315
-19472.58993143226,17106.208771637997
-7834.471606434979,30862.905459618716
-24372.881337452258,24324.486595683826
25481.92792453088,-991.3359346545914
-30991.043533411732,6314.32594707515
-26202.649121360566,-2764.2172615305326
-20323.908139906143,-43551.0623080551
-17609.968363673634,-5085.439007836423
31980.48053748257,36235.391378192006
-31624.919994671563,-7455.9293874180585
-14743.143240946278,25441.21584412722
-27021.622379006007,-42385.80910964367
-43032.76537494034,44196.048757908415
-28221.76232910878,41720.26129669353
-2446.1543561554276,8921.709787572296
40549.33619527707,-23252.303274076126
24765.418729608424,-7414.0493371756875
10545.605894625898,-10338.948035395035
-13705.636604292537,6456.472051896522
36474.71943457106,34650.41411394756
19943.393436993385,7564.5000025715835
-22862.767467599544,39057.98355705454
-41613.76601639792,7377.6460199988405
-25777.12921370101,-35907.92775857294
16814.406475827993,-47286.38580322026
32000.69359992588,1645.3660597786745
-44129.24677523793,-24406.424990053256
11285.949767921522,32081.722060709828
21334.848384313966,7103.399789422005
-40458.43013232833,-38277.491620308094
29841.139807050033,-49981.57063840125
-17441.51632659685,-33045.026620429984
20753.185922769047,7350.944088697497
26153.79992442617,-44274.02717916706
23819.193412198292,14667.355116923653
30773.491606203486,49848.52290367077
24111.717710712255,23440.550524093105
48380.868265747944,-26367.12957947087
-864.8533338582843,-33753.86822860336
20666.94482416778,-14639.885205973613
16298.336250041622,9212.847590355967
38351.02423854362,31913.038588159547
-3688.359046130585,27341.360315013553
34038.98978731723,-42280.38132179122
-44812.09226485261,3479.074855459907
-45350.35174656572,28641.890637629585
99.01697465730663,-33480.05829747947
-40149.80565623967,-12073.50775505176
-32497.826102540217,32426.598349405733
-21182.503495202676,35430.1611728935
-25911.376716602706,-42106.218038967854
38682.25550852895,-4117.455841282092
-3145.3532115982343,49432.666518553866
-3156.818971590991,-30171.95211622734
-2549.9628798013596,8656.09072968132
28995.283060030786,-15514.217259970708
33079.370707498114,8543.674218300823
-12439.305794195987,-27477.3425435624
-4992.615977453307,48848.34166563792
-4275.339106998266,-33123.80806403505
32997.49708118094,43148.22997404057
6739.4565706657695,-9533.177652022685
-9190.047815862634,-41762.92191230209
15356.398444588382,-48932.26116461917
-31224.64062877548,39559.75476722644
46246.62069979721,18930.0148837501
3563.3138495212656,-23050.470488122875
-10482.365575328779,23038.157979669904
-1219.154246798082,-29427.976950990174
49494.818221864676,-21425.32206396839
-49809.192703122826,33942.89056110844
17308.79504712861,12133.194164134764
-6019.078925669485,46660.47343202726
25656.619091768018,-43303.878825093234
-40914.923083891175,22093.925936024018
28837.9618367556,49057.59296654624
-25948.90382715098,-8980.462206870876
31589.112316017086,-45577.21915653217
-36300.60222433593,7003.218513323705
-3507.617843801536,46056.444543451435
14213.525918145931,20118.549749501955
6029.943836321272,29543.087376468004
10613.324036942284,-4210.266269789154
-19351.950565601084,12988.677427596107
-25088.663363076113,-23898.56419948404
-34871.55351812013,28196.732029755723
13394.09431354699,18605.901358110223
11854.42957996421,-29492.76448963931
-32820.82265860629,-33194.743091160795
-4375.277936155353,-46086.35247062895
-1465.442432510633,19741.83453352223
48224.94445468182,14942.725856455241
-13722.038713300555,13228.948806033559
12595.423132898808,13008.302944063476
48966.84855244366,-45311.414285418185
8145.65026355607,13761.058001426663
-646.4434560370158,-9948.561626828512
-40225.162977354164,13414.187968316926
49817.23601626713,-10427.659078384255
-39775.94920219058,34927.29224210234
-7042.047838800958,23902.833613340114
45090.49544537149,19947.697033313805
506.0977638307485,36890.63497100644
48604.1886372591,-32422.65908182569
-44505.08634145971,-40943.105185891305
-18991.51482222192,-17957.94500555947
-24306.52754202165,41777.518092532606
-16037.620655904839,47254.186907762
45818.49842081158,1774.5251778770178
-33136.82415427355,-3884.7955013929127
10355.198310077318,42708.64849136924
-26935.998756901714,-275.4498377050219
-36922.43654130984,21183.960137872073
3508.6812180501693,-19260.976312848976
29104.40226753086,9792.515252912071
-44762.02869877095,-1243.3386769400645
3468.2822237502633,5285.520200642013
-45379.63101345141,-42168.204824642344
8361.25794378444,49102.52753199971
42503.67473932897,49707.476618860106
42288.66763618517,-36662.25823119374
-42188.82031073194,38888.905563682565
-28306.77344043915,-4216.630741098304
22969.570521140748,14671.21045039228
20480.602195045438,-3560.3031772179384
8867.793380255518,27174.25656818353
29476.045252665517,45310.92248532962
36650.00991361695,48212.83601048056
33843.60120500345,-42406.98924039512
-3192.1663524917544,42277.82178273667
3652.604933602377,41586.16933620607
11635.106340564727,38701.3654297667
40705.86221132435,-4049.7404000550796
-29222.436261178707,-19138.057172463108
14813.658934601337,2912.8819015493023
17199.65083401429,-44091.133772782996
10556.427791775457,-36985.683831065195
-9894.57586620044,-44244.285621576426
26097.4564456512,-42075.53815567973
-9002.960001796879,-16233.8645095083
-43789.014433305965,-15860.334573759239
18454.794821766372,7932.064780569337
43249.76649341896,18131.178416306426
19725.046126999012,-32115.9468595853
-37032.03987502897,5888.990113996595
-37864.42233606473,27551.499361023303
-32658.03505887235,7475.646370189026
-37729.78857363592,-12727.894655566719
43648.00006385232,-12700.413220409535
14316.118608284234,20900.525817477323
11678.95946037798,3417.432696589828
34097.61875500512,32843.906265902944
-19533.795184067305,-38089.5152115231
11867.974796069735,-19102.236822525076
40606.69074113086,-38585.74143625677
-28100.847231593474,-29660.263284124543
908.1184750866056,46.88242327690606
41657.41514400425,-2917.6088541951194
-1264.3392444876556,-15236.170229318135
-8441.45212668963,-8114.151626606092
16836.838684680046,-11007.3509632024
38210.245055146275,-14509.538773044194
14161.253023961985,49112.1545826041
-41418.81478041782,-35590.04456501411
-20409.231099763427,-46698.03164168569
-32079.247276204813,-38590.246823501184
33232.54050233515,48086.7211564618
44171.439398439084,-31221.73149088323
-17632.585808691336,-10434.403918726786
24457.749864063884,14824.658200434747
-33389.810650821935,-317.04599303357116
-41416.59591280007,37969.981665013154
2685.69569326369,15698.500361928724
14983.494693631983,-3573.2622732522755
30878.960870863237,-5594.66019814876
-32052.701203641453,27319.027148363562
-21961.851091446882,39885.22559592427
33229.43650642034,-16510.955471583256
-15450.676798187058,38128.8296302555
4157.944956426784,28470.35080976974
31922.40412751328,1516.8827554213449
-19478.44668799661,35230.82372491535
8861.858418264235,11934.61869837804
-22827.847673038803,-45399.89035682095
9183.821634323653,-12307.443228776083
47069.57936854368,-3929.671930420775
30169.368483387647,-48477.2844191452
2077.8893257201503,-5927.68205267411
-4788.825433147914,26028.334546387978
-30052.9711936131,16386.882060774522
-35654.79900293203,-27302.644023847657
-18518.958301177623,13913.253980763462
-5595.103075106489,-33260.88237409033
32687.574261620633,33548.88201987756
-17829.053857235856,-41347.451614267964
27914.99918406557,7209.941487545324
27624.306067673187,-32086.36579612407
-9343.565021267586,37216.73120785169
-39417.333838032544,-45480.84582671443
7179.009272108683,49765.7651021433
-33694.172723161086,39801.05589759699
-36357.793179531494,-16590.149425790245
27919.009477246702,-12739.578560413389
-14549.113435463789,41461.003445444476
2037.5060431871761,18754.002250900157
7757.230465883614,26844.226317435816
-27656.2262035311,40923.43846734632
45787.66589463295,-7899.356259429457
42210.633833408836,-4887.143502027636
40891.677251127745,-26695.39843274826
37188.747454844575,36385.76673688054
-7312.231632044375,2107.392218542392
-32275.164799231203,-20113.78003755031
-20741.456181037065,-43941.100889455665
-49809.242323722945,25212.92669861106
6546.097464619383,4406.566757114528
27898.286711490815,11537.144839454206
29982.490241531144,-20229.30399924201
10183.19101659051,-21793.143673985105
42676.95896269812,-31055.674556685673
37170.53957984107,-40133.70669132383
-25419.26164215016,-14273.299027309582
-47003.8649512428,-32759.90244229159
6779.79611583035,37018.74527137905
-19780.88325616698,-35406.81102568515
28717.163286659452,8810.45459212102
36041.186296408756,-27164.36239926525
31702.221613158654,-24156.38459614211
13413.47840501479,6805.407852066625
13276.161981251833,-12952.775184149146
40908.81212776429,-12726.727269501926
-35609.84910108214,-5006.025518931212
20343.086963512593,-15580.401006703303
18728.689443198164,-5222.531052717838
29614.23571218511,30980.182785522302
17314.851117272003,-47218.23368249978
43184.37100350947,42664.14314638951
-36747.95539623583,-31043.00794418855
17231.42590666227,-34679.11702181032
-21131.041807343885,-42785.74788348199
-47666.82118322672,-31101.16805177252
-29142.99913270073,37329.38739173932
-35558.0746258594,44071.77800884478
16656.311002389823,-39134.51641129866
-33504.649162828006,44454.248354740455
13287.601981265818,-11321.282014478262
-19786.74467640984,45804.38156486317
-4890.907395570854,-40574.05126032465
-8773.770574183382,33906.26763413147
-11007.075190623338,-30300.79561876753
26448.394496324414,-8707.790116078895
-22417.238731562473,-16322.35785299525
-9211.33924467643,28813.89926680469
46473.78405262643,49955.17365610249
-20632.082494444792,7236.828834931419
-38806.536614821765,27923.409765686745
-7564.068281302916,-4264.041224275595
-23219.76120737508,-48125.92135736962
-20820.784343108502,-4805.250778186143
-25199.528533328186,21529.325901043794
-2840.245239419059,-10730.682866010755
12865.902406846597,29369.78798484331
6815.874802188837,25288.039333543642
-38859.43963662259,49105.77810834811
35965.31869369275,-36712.730102186964
31513.144273984504,-9384.159407915726
40813.07350384684,-34464.617169848745
1110.8233829547842,18228.127633922188
46838.34871436845,-47827.88031623322
3893.4373219941644,24214.96930796241
8136.06058098868,14523.277065874485
48561.17720662254,45905.856790372134
34616.52665687302,4705.057470045015
44440.77480319297,44720.60964949405
-28712.165030787128,34565.89737213516
-24608.147260776605,36810.35648148634
-37352.16710199423,-22982.10957557709
38897.37333553968,39966.32440345141
14430.079344883496,16747.98762752909
5125.021756110959,43684.764732086136
-11194.990906405144,-45651.33002896635
-24414.59456420221,12610.999642203224
-19082.78092755571,2460.7283607150034
-45017.39531430031,-42435.79125963901
-23416.148917414037,-43794.5062694798
-3421.452903285971,-4250.109816672465
-18511.06102508653,27575.486296917596
-14643.893176158284,38520.78931101106
46942.75320740109,32621.8721603893
35060.33675333202,-5988.931016448817
27352.178856352373,-30375.87787202716
-10772.712206306445,-41506.64259907506
35085.94294752778,-18466.643780226997
33330.873523473056,7771.1125684601475
-14913.027909759636,4689.475340451055
-18688.467006193354,-23336.41905908519
-26076.619662210353,-27913.26655243871
8080.928047251712,-11125.268742953409
33649.50709401784,22785.91762210902
19826.631380177307,-48202.005913572175
19000.381440967296,27179.677497344514
-24924.410889546332,10015.764318806863
-39039.49200356318,49070.84000993318
25344.83776797123,-31168.892876867572
-23854.82070114888,45178.17573992451
2585.7871304493465,7523.0931787309
-35031.95073165966,17630.084404704194
-44757.74459561564,7315.3750997406505
-6471.43099355778,2254.0727350251586
3382.663563336741,-3186.6394285286146
-37340.44633065647,-22396.73533704114
30985.642055554697,42247.93698402263
1515.8929315527869,-7979.685188958907
-6356.268687987865,22914.454962349828
-8057.875232182776,42151.782782596616
-49162.102644543615,-37834.62245892726
17958.521125597592,-33752.16851905098
23083.385592862294,46181.84835436592
38891.085044076615,7407.945955225159
-31560.902396719383,45129.06863205537
-43739.02645424754,-30431.887879800957
-4059.4134644774017,-48768.85973103075
18834.121295230412,23000.133550227343
48968.76386910647,-8936.559644077446
11151.797049668332,-22073.090758422364
-15570.300971413188,48541.08843185991
29347.968875428942,-33823.54106221226
3370.620033191707,48742.39191701935
23724.487308282583,32225.988453854694
-42870.68040224826,-11589.496767776764
19768.403694796954,-24990.53900049999
-8993.056427161839,21186.022741832723
-2665.4695389819904,27353.689238543553
11521.090231897846,-19483.563089996882
-16271.878218409764,-25374.435665020712
28905.02929898817,-17551.47864697937
-32712.834335022722,6630.933773187864
-11706.192957213845,-31691.549599741942
-18687.668059570584,10188.630187332936
-13164.72716872814,-39759.69751161246
2549.597181717966,20947.930068514343
-5023.295195447175,-3924.7813937999254
22430.89886881049,15006.398095936867
-44624.64684264973,-38108.49417748079
-32893.77009061216,35427.63092998507
-31707.524748256154,-9046.542346479102
-11549.752517409928,35081.93143291525
39089.25274814099,15925.458720181296
-18245.380988212844,8354.708667805055
30847.818669914017,5864.880591080301
30273.426767996712,-15245.816170443693
9261.355762188472,20798.63551938026
5231.230611996373,46779.95260046768
6558.717155768168,19895.439842497355
31892.749809850928,-23818.966894390825
44572.619519074804,-49535.22131181454
-4151.393468884446,47682.55711600216
17654.81066374692,12397.141983798
-33698.89397832544,-6068.304192710183
-6009.787936843969,-12274.283129827169
-10566.516555944272,-1244.7629270002426
1842.684035148312,32662.041378398433
12885.96856130797,-25059.372444780736
-29307.735461678796,5505.939977088592
28803.228383133563,-21182.446037131154
4306.23521706246,33769.092576949
-22253.39736403247,-40159.38506343246
46763.86068034675,31382.12739123838
17679.281886803456,27316.733585903876
-27602.708121810916,-9487.087616666457
-23801.65971573429,49124.35920208902
34665.57433413462,35635.70762206174
16270.443081397889,30941.06779368786
-17666.767990724307,26426.168180407396
27917.603439140694,-26336.359272232767
-43601.97338581104,-45229.71737661019
-4921.786852081312,-29091.312131402945
-11519.30572787958,-13182.412967709344
42640.314518988176,-4680.167264309043
-30583.5956144745,-1529.268640854786
45485.85357302504,-35936.935149121244
-5875.1449774835155,-47103.258073714336
-31162.722873299463,-14937.73764594548
-13096.14960892762,-39681.43877530501
-18246.932428185446,-24137.608468687067
44137.57516449825,37576.801170493
717.9245379397292,7433.471364737398
26837.346068960265,-46349.7891202348
-44699.14891201654,31152.13812360349
-1579.5167161341883,43697.907403234385
-2943.5574182352207,6330.349463078711
3459.2460952953984,18314.89365518584
-25186.654012841926,-41969.684124337124
20728.572502080024,39784.15823167565
-30446.253577241645,258.2486049883981
9237.100806286635,34325.734051603395
41983.91648825253,13571.608066441377
5287.516809590032,-28061.29684474683
-25999.517392554906,-40494.73265095585
46920.87857168727,4197.621020324238
-15600.069707878172,-3395.7639897586487
8275.44187351843,-32896.25644225858
-6037.630500009916,-16216.14958244888
-40234.8562645813,38135.721248088885
-37860.53354341337,-40215.41493959153
43254.64726805168,23401.909483797812
37829.4904168756,5172.418422258529
-36487.91658793811,24549.510407597787
-49954.184403941836,-15244.359014931353
37218.30834112709,-48265.0664647869
-42717.58766373494,-25552.851905225405
-45682.02954981058,23219.58482173081
-46369.05053943077,-16340.143634155169
-12606.552349314294,-8641.862926060572
-46901.47116337875,3845.5884557065724
-23670.160690295685,7610.806552774973
-19033.4746566345,25542.206323530812
3012.1901210565347,2145.0345466124563
12072.183162301453,-20113.840889435574
-10762.900838817479,-20217.640470137165
46436.797037546065,22312.305215696295
-42563.23228447565,-45938.69339610579
46912.08232158921,-23604.406140138966
29303.71265424052,-12854.555853016469
36656.04858388913,-39688.61502554528
-25465.967083622632,-5392.062472002745
15350.108424196485,17117.515376600735
49619.063841473384,21290.157102230256
-43247.43451880515,-20952.826084705102
-230.6396900501051,10953.966894896117
32589.667114521493,26882.62514408957
27146.2786328722,25876.37753754253
-28015.802754320208,-30409.869846684946
-912.7057975384822,15427.555271376781
22814.90964255879,-42395.50749555328
-753.6258746098534,-8469.100962622479
-47460.93148654777,38379.30835267216
-43172.23161567067,-10089.331884701958
-22997.524279179604,13851.927596156922
43654.711126167924,11249.881005353956
25497.37386202835,26498.491275247572
-36288.786542338516,23411.863982030234
-30511.259901725185,2999.8989009064835
-36986.720533250584,44044.00221180465
-10091.744083496002,15617.734471483313
-15078.625148660118,26745.784339789447
27771.696076263997,-565.5077033992928
-38578.596397659014,3662.9915158514104
10678.819141121387,-43052.13952552684
48143.33692612647,7650.5132517444845
24946.77735243913,-22684.25656436277
-30792.65642014386,3310.126554558912
77.83438922479569,28606.21985200684
-663.8448440617894,45946.66310580875
-8950.003676155438,-43593.925258469615
-32814.76557197929,44377.14346517685
-17088.26812816371,13639.883548756026
-9691.095335686217,18021.958382407698
41601.882632349276,1805.724320121249
-38193.188552059444,-21654.183976024568
-10519.735405239051,10936.618383629848
13894.238913396428,15465.246900590057
-49491.10587667036,37700.659157443784
31993.929460363725,19751.457213824277
-483.33350610039184,-5723.101886141158
9850.793961933114,-22390.77052754117
45118.28234165156,-8531.630031347804
-28478.307345104102,24912.010377636685
-31533.553846798703,-25143.80931709661
38011.94979087232,-20412.142911808816
15835.917104636632,-37744.54650225967
